customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02962,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer,94.87,1791.93,0
CUST02963,Female,0,No,No,4,Yes,No,No,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,60.81,242.42,0
CUST02964,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Bank transfer,79.13,3176.78,0
CUST02965,Male,0,Yes,No,62,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,89.19,5524.92,0
CUST02966,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.09,5623.88,0
CUST02967,Male,0,No,No,31,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,82.14,2557.0,0
CUST02968,Male,0,Yes,No,26,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.59,2954.86,0
CUST02969,Male,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,68.48,4579.12,0
CUST02970,Female,0,Yes,No,47,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,73.03,3444.31,0
CUST02971,Female,0,Yes,No,6,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,50.41,297.6,1
CUST02972,Male,1,No,Yes,45,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,33.19,1497.14,0
CUST02973,Male,0,No,No,17,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,82.85,1408.16,0
CUST02974,Male,0,No,No,37,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,49.26,1827.66,0
CUST02975,Male,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,91.42,5864.96,0
CUST02976,Female,1,No,Yes,16,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,One year,No,Mailed check,82.07,1307.3,0
CUST02977,Male,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,48.13,1797.46,1
CUST02978,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,75.74,4680.23,0
CUST02979,Male,0,No,Yes,41,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.83,4862.47,1
CUST02980,Male,1,Yes,Yes,7,Yes,No,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,108.23,774.39,0
CUST02981,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Two year,No,Electronic check,61.68,1771.28,0
CUST02982,Male,0,No,Yes,63,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,88.74,5589.12,0
CUST02983,Male,1,Yes,Yes,8,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,Two year,No,Bank transfer,38.33,297.03,0
CUST02984,Female,1,Yes,Yes,56,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,21.01,1188.1,0
CUST02985,Female,1,Yes,Yes,58,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Two year,No,Credit card,103.95,6012.59,0
CUST02986,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,61.42,4038.79,1
CUST02987,Male,0,Yes,Yes,4,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,38.15,138.9,0
CUST02988,Male,0,Yes,Yes,3,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,51.53,147.22,0
CUST02989,Female,0,No,No,7,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,112.26,800.12,1
CUST02990,Female,0,No,No,41,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,109.24,4493.85,0
CUST02991,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,85.09,2881.12,0
CUST02992,Female,0,No,No,12,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,29.21,351.3,0
CUST02993,Female,0,Yes,No,4,Yes,No,No,No,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,91.8,373.81,1
CUST02994,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,109.01,4247.88,0
CUST02995,Male,0,Yes,No,18,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer,111.9,2032.17,0
CUST02996,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,58.64,177.83,1
CUST02997,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Mailed check,36.94,2139.92,0
CUST02998,Female,0,No,Yes,17,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,116.09,1978.53,0
CUST02999,Female,0,No,Yes,23,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,101.04,2336.78,0
CUST03000,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Credit card,63.27,1888.5,0
CUST03001,Female,0,No,No,57,No,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,83.21,4759.83,0
CUST03002,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,59.75,1605.98,0
CUST03003,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,65.72,531.13,0
CUST03004,Male,0,Yes,Yes,44,Yes,No,No,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,52.78,2331.03,0
CUST03005,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,25.56,1242.98,0
CUST03006,Female,1,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,119.71,124.78,0
CUST03007,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,43.95,237.34,0
CUST03008,Female,1,Yes,No,28,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,49.01,1380.8,0
CUST03009,Male,1,Yes,No,25,No,No,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,52.49,1323.97,0
CUST03010,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,44.43,1210.75,0
CUST03011,Female,1,Yes,No,6,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,52.58,319.55,0
CUST03012,Male,0,No,Yes,33,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,76.66,2545.44,1
CUST03013,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer,27.91,1528.5,0
CUST03014,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,27.15,232.83,0
CUST03015,Female,0,No,No,56,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,66.2,3693.91,0
CUST03016,Male,1,No,No,46,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,No,Mailed check,89.66,4125.45,0
CUST03017,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.73,1101.95,0
CUST03018,Female,0,Yes,No,38,Yes,Yes,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,72.02,2739.79,0
CUST03019,Male,0,Yes,No,21,Yes,No,No,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Electronic check,64.05,1360.11,0
CUST03020,Female,0,No,Yes,18,Yes,Yes,DSL,No internet service,No,No,No,No,No,One year,Yes,Bank transfer,65.22,1159.69,0
CUST03021,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card,90.16,730.14,0
CUST03022,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,One year,Yes,Bank transfer,79.71,1454.12,0
CUST03023,Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,66.96,68.78,0
CUST03024,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,47.04,2834.23,0
CUST03025,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,78.53,4555.78,1
CUST03026,Male,0,Yes,No,69,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,33.74,2342.75,0
CUST03027,Male,0,No,No,70,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,61.59,4314.89,0
CUST03028,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,33.47,2297.32,0
CUST03029,Male,0,Yes,No,32,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,No,Electronic check,51.81,1647.22,0
CUST03030,Male,0,No,No,64,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.67,5349.15,0
CUST03031,Female,1,No,Yes,24,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,98.68,2387.08,0
CUST03032,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,43.56,3010.68,0
CUST03033,Male,1,No,No,27,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,84.18,2272.21,1
CUST03034,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.34,799.47,0
CUST03035,Male,0,No,No,62,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,61.55,3831.27,0
CUST03036,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,111.43,5340.76,0
CUST03037,Female,1,No,Yes,65,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,30.11,1956.03,0
CUST03038,Male,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.39,4602.66,0
CUST03039,Male,1,No,Yes,65,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No internet service,Two year,Yes,Mailed check,84.24,5470.8,0
CUST03040,Male,1,No,No,3,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.9,257.78,0
CUST03041,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,41.45,1350.75,0
CUST03042,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,39.46,139.46,0
CUST03043,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,112.29,2355.42,0
CUST03044,Female,0,No,No,19,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.03,691.3,0
CUST03045,Male,0,Yes,No,46,Yes,No,No,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,37.17,1691.28,0
CUST03046,Female,0,No,No,33,Yes,Yes,No,No,No,No,No,Yes,No internet service,One year,Yes,Electronic check,90.03,2969.94,1
CUST03047,Female,0,Yes,Yes,43,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,90.44,3870.48,0
CUST03048,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer,59.84,305.83,0
CUST03049,Female,0,Yes,Yes,55,Yes,No,No,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,110.75,6099.53,0
CUST03050,Female,0,Yes,No,28,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,111.92,3149.75,0
CUST03051,Male,0,No,Yes,52,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,104.14,5433.05,0
CUST03052,Female,0,No,No,0,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,21.61,11.54,0
CUST03053,Female,0,Yes,Yes,58,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card,50.21,2912.86,0
CUST03054,Male,0,Yes,Yes,47,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,49.03,2292.87,0
CUST03055,Male,0,Yes,Yes,6,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer,26.56,166.87,0
CUST03056,Male,0,No,No,31,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,109.31,3407.71,0
CUST03057,Female,0,Yes,No,60,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,119.26,7170.35,0
CUST03058,Male,0,No,No,56,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,34.34,1926.63,0
CUST03059,Female,0,No,No,50,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,48.53,2443.09,0
CUST03060,Female,1,Yes,No,18,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No,Two year,No,Electronic check,22.67,402.94,0
CUST03061,Female,0,No,No,26,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer,31.54,822.97,0
CUST03062,Female,0,Yes,No,62,Yes,No,No,Yes,No,No,No,Yes,No internet service,One year,No,Credit card,69.95,4336.71,0
CUST03063,Female,0,Yes,No,59,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,56.79,3351.29,0
CUST03064,Female,0,Yes,No,60,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,62.37,3761.17,0
CUST03065,Female,0,Yes,No,60,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card,86.62,5186.82,0
CUST03066,Male,0,Yes,No,44,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer,29.77,1291.63,0
CUST03067,Male,0,Yes,No,20,Yes,Yes,No,Yes,No internet service,No,No,No,No,Month-to-month,No,Electronic check,104.78,2075.92,0
CUST03068,Female,0,Yes,No,43,No,No,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,106.56,4570.34,1
CUST03069,Female,0,Yes,Yes,0,Yes,No phone service,No,No,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer,36.3,2.7,0
CUST03070,Male,0,No,No,43,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,83.48,3600.9,0
CUST03071,Female,1,No,Yes,61,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,89.04,5421.28,0
CUST03072,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,37.38,2230.07,0
CUST03073,Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,57.48,2812.34,0
CUST03074,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,89.23,3577.43,0
CUST03075,Female,0,No,Yes,32,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,87.31,2782.64,0
CUST03076,Female,0,No,Yes,11,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,103.87,1148.07,0
CUST03077,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,33.25,32.43,0
CUST03078,Male,0,Yes,Yes,20,No,Yes,DSL,No,No internet service,No,Yes,No,No,Two year,No,Electronic check,52.29,1030.54,0
CUST03079,Male,0,Yes,No,13,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer,95.28,1235.79,0
CUST03080,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card,44.87,1472.1,0
CUST03081,Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,73.71,4646.1,0
CUST03082,Female,0,No,No,22,Yes,No phone service,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,33.73,749.53,0
CUST03083,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,35.7,1767.3,0
CUST03084,Female,0,Yes,Yes,13,Yes,Yes,No,No,No internet service,No internet service,No,Yes,Yes,One year,No,Bank transfer,45.6,599.2,0
CUST03085,Male,0,Yes,Yes,45,Yes,No,DSL,No internet service,No,No,No,No,No,One year,Yes,Mailed check,49.4,2207.02,0
CUST03086,Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Two year,No,Mailed check,24.18,100.58,0
CUST03087,Female,0,No,No,65,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,105.59,6873.55,1
CUST03088,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,24.39,510.42,0
CUST03089,Female,0,Yes,Yes,69,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Mailed check,96.28,6647.29,0
CUST03090,Female,0,Yes,Yes,1,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,48.7,45.11,0
CUST03091,Female,0,No,No,28,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,59.84,1661.31,0
CUST03092,Male,1,No,Yes,60,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,77.8,4657.51,0
CUST03093,Female,0,Yes,No,70,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,42.47,2973.44,0
CUST03094,Male,0,Yes,Yes,15,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,27.67,423.96,0
CUST03095,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,115.71,7291.36,0
CUST03096,Female,0,No,No,13,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,102.83,1339.06,0
CUST03097,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,95.94,4026.2,0
CUST03098,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,73.45,3073.47,0
CUST03099,Male,1,Yes,No,69,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,83.76,5773.56,0
CUST03100,Male,1,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,106.44,5734.86,0
CUST03101,Male,0,Yes,No,30,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,58.89,1773.69,0
CUST03102,Male,0,Yes,No,39,No,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,30.46,1194.24,0
CUST03103,Female,1,No,Yes,26,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,104.1,2715.08,0
CUST03104,Female,0,No,No,51,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,No,Credit card,26.27,1324.15,0
CUST03105,Male,0,No,No,6,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Credit card,111.86,665.84,0
CUST03106,Female,0,No,Yes,45,Yes,No phone service,No,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,92.19,4157.39,0
CUST03107,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,64.54,2078.04,0
CUST03108,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.54,590.36,0
CUST03109,Female,0,No,No,4,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer,73.5,311.79,0
CUST03110,Male,0,Yes,No,60,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,60.16,3594.65,0
CUST03111,Male,0,No,Yes,71,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card,32.86,2344.49,0
CUST03112,Female,0,No,No,59,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,100.83,5955.46,0
CUST03113,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.77,1792.65,0
CUST03114,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,One year,Yes,Credit card,90.25,557.69,1
CUST03115,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.84,2450.21,0
CUST03116,Male,0,No,No,35,No,No,No,No,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer,40.13,1415.45,0
CUST03117,Female,1,No,Yes,26,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,103.9,2703.45,0
CUST03118,Female,1,Yes,No,28,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,One year,No,Electronic check,74.74,2085.84,0
CUST03119,Female,0,Yes,No,19,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,65.29,1240.02,0
CUST03120,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Credit card,29.33,2037.0,0
CUST03121,Male,0,Yes,No,2,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,62.62,113.58,1
CUST03122,Female,0,Yes,No,38,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,90.36,3435.75,0
CUST03123,Male,1,No,Yes,44,Yes,No,No,Yes,No,No,Yes,No internet service,No,One year,No,Electronic check,30.36,1340.87,0
CUST03124,Male,1,No,Yes,67,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.92,1539.08,1
CUST03125,Female,0,No,No,30,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,75.32,2255.38,0
CUST03126,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Two year,No,Electronic check,51.62,1896.53,0
CUST03127,Female,0,Yes,No,5,No,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,110.6,543.46,0
CUST03128,Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,79.26,553.11,0
CUST03129,Female,0,Yes,No,27,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Electronic check,50.04,1339.34,0
CUST03130,Female,0,Yes,Yes,14,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,No,Credit card,51.39,728.63,0
CUST03131,Male,0,Yes,Yes,7,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,32.91,221.5,0
CUST03132,Female,0,No,Yes,53,No,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,63.76,3367.18,0
CUST03133,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,26.84,128.43,0
CUST03134,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,64.07,1782.99,0
CUST03135,Male,0,No,No,33,Yes,No,No,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card,32.05,1065.86,0
CUST03136,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.72,538.27,0
CUST03137,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer,85.11,3316.07,0
CUST03138,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,103.83,1252.47,1
CUST03139,Male,1,No,No,61,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Credit card,112.24,6834.53,0
CUST03140,Female,0,No,Yes,64,Yes,Yes,No,No,No,Yes,No internet service,No,No,One year,Yes,Electronic check,85.39,5458.4,0
CUST03141,Male,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Credit card,35.43,1403.34,0
CUST03142,Male,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,70.83,2892.48,0
